"dpp_id","dpp_shelf_pos","dpp_shelf_col_pos","dpp_rfid_cd","dpp_isbn","dpp_product_name","dpp_scaner_name"
1,11,30838EE09E6080025B32F21C,9784874244531,VOICES　FROM　JAPAN ありのままの日本を知る・語る　中〜上級日本語学習者,TECRFIDSCANNERUSB5
1,12,30838EE09E6080025B32F22A,9784874248416,基本語力アップ！　初級から学ぶ　日本語コロケーション,TECRFIDSCANNERUSB5
1,13,30838EE09E6080025B32F228,9784874247181,レポート・論文を書くための日本語文法,TECRFIDSCANNERUSB5
1,14,30838EE09E6080025B32F226,9784874248645,関係作りの日本語会話 雑談を学ぼう,TECRFIDSCANNERUSB5
2,21,30838EE09E6080025B32F231,9784874242865,1日10分の発音練習,TECRFIDSCANNERUSB5
2,22,30838EE09E6080025B32F22B,9784874247020,The Great Japanese 30の物語　初中級,TECRFIDSCANNERUSB5
3,33,30838EE09E6080025B32F22C,9784893589361,日本語能力試験公式問題集　第二集　N1,TECRFIDSCANNERUSB5
4,44,30838EE09E6080025B32F22D,9784893589378,日本語能力試験公式問題集　第二集　N2,TECRFIDSCANNERUSB5
